gene_id	protein_id
G4P62_012429	KAF7223914.1
G4P62_012429	KAF7223915.1
G4P62_012429	KAF7223916.1
G4P62_012430	KAF7223917.1
G4P62_018971	KAF7225407.1
G4P62_018971	KAF7225408.1
G4P62_012431	KAF7223918.1
G4P62_019149	KAF7225431.1
G4P62_019894	KAF7225458.1
G4P62_018928	KAF7225406.1
G4P62_018927	KAF7225394.1
G4P62_018927	KAF7225393.1
G4P62_018927	KAF7225392.1
G4P62_018927	KAF7225391.1
G4P62_018927	KAF7225390.1
G4P62_018927	KAF7225389.1
G4P62_018927	KAF7225388.1
G4P62_018927	KAF7225387.1
G4P62_018927	KAF7225386.1
G4P62_018927	KAF7225385.1
G4P62_018927	KAF7225384.1
G4P62_018927	KAF7225383.1
G4P62_018927	KAF7225382.1
G4P62_018927	KAF7225396.1
G4P62_018927	KAF7225395.1
G4P62_018927	KAF7225397.1
G4P62_018927	KAF7225398.1
G4P62_018927	KAF7225400.1
G4P62_018927	KAF7225399.1
G4P62_018927	KAF7225402.1
G4P62_018927	KAF7225401.1
G4P62_018927	KAF7225405.1
G4P62_018927	KAF7225404.1
G4P62_018927	KAF7225403.1
G4P62_001188	KAF7223480.1
G4P62_018926	KAF7225381.1
G4P62_001189	KAF7223481.1
G4P62_001190	KAF7223482.1
G4P62_001191	KAF7223483.1
G4P62_001192	KAF7223484.1
G4P62_001192	KAF7223485.1
G4P62_001204	KAF7223502.1
G4P62_001198	KAF7223493.1
G4P62_001205	KAF7223503.1
G4P62_001206	KAF7223504.1
G4P62_001206	KAF7223505.1
G4P62_001207	KAF7223506.1
G4P62_001207	KAF7223507.1
G4P62_001207	KAF7223508.1
G4P62_001207	KAF7223509.1
G4P62_001207	KAF7223510.1
G4P62_001207	KAF7223511.1
G4P62_001207	KAF7223512.1
G4P62_001208	KAF7223513.1
G4P62_001193	KAF7223486.1
G4P62_001193	KAF7223487.1
G4P62_001193	KAF7223488.1
G4P62_001194	KAF7223489.1
G4P62_001195	KAF7223490.1
G4P62_001196	KAF7223491.1
G4P62_001197	KAF7223492.1
G4P62_001199	KAF7223494.1
G4P62_001200	KAF7223495.1
G4P62_001201	KAF7223496.1
G4P62_001201	KAF7223497.1
G4P62_001201	KAF7223498.1
G4P62_001202	KAF7223499.1
G4P62_001203	KAF7223500.1
G4P62_001203	KAF7223501.1
G4P62_018066	KAF7225301.1
G4P62_018066	KAF7225302.1
G4P62_018065	KAF7225300.1
G4P62_001209	KAF7223514.1
G4P62_001210	KAF7223515.1
G4P62_001210	KAF7223516.1
G4P62_001211	KAF7223517.1
G4P62_001212	KAF7223518.1
G4P62_001213	KAF7223519.1
G4P62_001214	KAF7223520.1
G4P62_001214	KAF7223521.1
G4P62_001214	KAF7223522.1
G4P62_001214	KAF7223523.1
G4P62_001215	KAF7223524.1
G4P62_001216	KAF7223525.1
G4P62_001216	KAF7223526.1
G4P62_001217	KAF7223527.1
G4P62_001218	KAF7223528.1
G4P62_001219	KAF7223529.1
G4P62_001220	KAF7223530.1
G4P62_001221	KAF7223531.1
G4P62_001222	KAF7223532.1
G4P62_001223	KAF7223533.1
G4P62_001223	KAF7223534.1
G4P62_001224	KAF7223535.1
G4P62_001224	KAF7223536.1
G4P62_001224	KAF7223537.1
G4P62_001225	KAF7223538.1
G4P62_001225	KAF7223539.1
G4P62_001226	KAF7223540.1
G4P62_001226	KAF7223541.1
G4P62_001227	KAF7223542.1
G4P62_001227	KAF7223543.1
G4P62_001228	KAF7223544.1
G4P62_001229	KAF7223545.1
G4P62_001230	KAF7223546.1
G4P62_001231	KAF7223547.1
G4P62_001232	KAF7223548.1
G4P62_001233	KAF7223549.1
G4P62_001234	KAF7223550.1
G4P62_001235	KAF7223551.1
G4P62_001236	KAF7223552.1
G4P62_001237	KAF7223553.1
G4P62_001237	KAF7223554.1
G4P62_001238	KAF7223555.1
G4P62_001239	KAF7223556.1
G4P62_001240	KAF7223557.1
G4P62_001241	KAF7223558.1
G4P62_001242	KAF7223559.1
G4P62_001242	KAF7223560.1
G4P62_001243	KAF7223561.1
G4P62_001244	KAF7223562.1
G4P62_001245	KAF7223563.1
G4P62_001245	KAF7223564.1
G4P62_001246	KAF7223565.1
G4P62_001247	KAF7223566.1
G4P62_001248	KAF7223567.1
G4P62_001249	KAF7223568.1
G4P62_001250	KAF7223569.1
G4P62_001251	KAF7223570.1
G4P62_001252	KAF7223571.1
G4P62_001253	KAF7223572.1
G4P62_019380	KAF7225445.1
G4P62_018116	KAF7225308.1
G4P62_018115	KAF7225307.1
G4P62_001254	KAF7223573.1
G4P62_001255	KAF7223574.1
G4P62_001256	KAF7223575.1
G4P62_001257	KAF7223576.1
G4P62_001258	KAF7223577.1
G4P62_001258	KAF7223578.1
G4P62_001258	KAF7223579.1
G4P62_001258	KAF7223580.1
G4P62_001259	KAF7223581.1
G4P62_001260	KAF7223582.1
G4P62_001261	KAF7223583.1
G4P62_001261	KAF7223585.1
G4P62_001261	KAF7223584.1
G4P62_001261	KAF7223586.1
G4P62_001261	KAF7223587.1
G4P62_001261	KAF7223588.1
G4P62_001261	KAF7223589.1
G4P62_001262	KAF7223590.1
G4P62_001263	KAF7223591.1
G4P62_001263	KAF7223592.1
G4P62_001264	KAF7223593.1
G4P62_001265	KAF7223594.1
G4P62_001265	KAF7223595.1
G4P62_001266	KAF7223596.1
G4P62_001267	KAF7223597.1
G4P62_001267	KAF7223598.1
G4P62_001268	KAF7223599.1
G4P62_001268	KAF7223600.1
G4P62_001269	KAF7223601.1
G4P62_001269	KAF7223602.1
G4P62_001269	KAF7223603.1
G4P62_019944	KAF7225461.1
G4P62_019943	KAF7225460.1
G4P62_019942	KAF7225459.1
G4P62_018007	KAF7225291.1
G4P62_012445	KAF7223929.1
G4P62_012444	KAF7223928.1
G4P62_012443	KAF7223927.1
G4P62_012442	KAF7223926.1
G4P62_019721	KAF7225454.1
G4P62_019720	KAF7225453.1
G4P62_001270	KAF7223604.1
G4P62_001270	KAF7223605.1
G4P62_001271	KAF7223606.1
G4P62_001272	KAF7223607.1
G4P62_001274	KAF7223608.1
G4P62_001275	KAF7223609.1
G4P62_001276	KAF7223610.1
G4P62_001277	KAF7223611.1
G4P62_001278	KAF7223612.1
G4P62_001279	KAF7223613.1
G4P62_001279	KAF7223614.1
G4P62_001280	KAF7223615.1
G4P62_001280	KAF7223616.1
G4P62_001280	KAF7223617.1
G4P62_001280	KAF7223618.1
G4P62_001281	KAF7223619.1
G4P62_001281	KAF7223620.1
G4P62_001281	KAF7223621.1
G4P62_001281	KAF7223622.1
G4P62_001281	KAF7223623.1
G4P62_001281	KAF7223624.1
G4P62_001281	KAF7223625.1
G4P62_001281	KAF7223626.1
G4P62_001282	KAF7223627.1
G4P62_001282	KAF7223628.1
G4P62_001282	KAF7223629.1
G4P62_001283	KAF7223630.1
G4P62_001284	KAF7223631.1
G4P62_001285	KAF7223632.1
G4P62_001286	KAF7223633.1
G4P62_001287	KAF7223634.1
G4P62_001288	KAF7223635.1
G4P62_001289	KAF7223636.1
G4P62_001289	KAF7223637.1
G4P62_001289	KAF7223638.1
G4P62_001289	KAF7223639.1
G4P62_001290	KAF7223640.1
G4P62_001290	KAF7223641.1
G4P62_018283	KAF7225310.1
G4P62_012424	KAF7223907.1
G4P62_012423	KAF7223906.1
G4P62_012423	KAF7223905.1
G4P62_012422	KAF7223901.1
G4P62_012422	KAF7223902.1
G4P62_012422	KAF7223903.1
G4P62_012422	KAF7223904.1
G4P62_012421	KAF7223900.1
G4P62_012421	KAF7223899.1
G4P62_001291	KAF7223642.1
G4P62_001291	KAF7223643.1
G4P62_001292	KAF7223644.1
G4P62_001292	KAF7223645.1
G4P62_018110	KAF7225306.1
G4P62_001293	KAF7223646.1
G4P62_001293	KAF7223647.1
G4P62_001294	KAF7223648.1
G4P62_001295	KAF7223649.1
G4P62_001296	KAF7223650.1
G4P62_001307	KAF7223670.1
G4P62_001297	KAF7223651.1
G4P62_001298	KAF7223652.1
G4P62_001298	KAF7223653.1
G4P62_001299	KAF7223654.1
G4P62_001299	KAF7223655.1
G4P62_001299	KAF7223656.1
G4P62_001299	KAF7223657.1
G4P62_001299	KAF7223658.1
G4P62_001300	KAF7223659.1
G4P62_001301	KAF7223660.1
G4P62_001301	KAF7223661.1
G4P62_001301	KAF7223662.1
G4P62_001301	KAF7223663.1
G4P62_001302	KAF7223664.1
G4P62_001303	KAF7223665.1
G4P62_001304	KAF7223666.1
G4P62_001304	KAF7223667.1
G4P62_001305	KAF7223668.1
G4P62_001306	KAF7223669.1
G4P62_001308	KAF7223671.1
G4P62_001308	KAF7223672.1
G4P62_001309	KAF7223673.1
G4P62_001310	KAF7223674.1
G4P62_001310	KAF7223675.1
G4P62_001310	KAF7223676.1
G4P62_001310	KAF7223677.1
G4P62_001311	KAF7223678.1
G4P62_001311	KAF7223679.1
G4P62_001312	KAF7223680.1
G4P62_001313	KAF7223681.1
G4P62_001314	KAF7223682.1
G4P62_001315	KAF7223683.1
G4P62_001316	KAF7223684.1
G4P62_001317	KAF7223685.1
G4P62_001318	KAF7223686.1
G4P62_001319	KAF7223687.1
G4P62_001319	KAF7223688.1
G4P62_001321	KAF7223689.1
G4P62_001322	KAF7223690.1
G4P62_001323	KAF7223691.1
G4P62_001323	KAF7223692.1
G4P62_001324	KAF7223693.1
G4P62_001325	KAF7223694.1
G4P62_001326	KAF7223695.1
G4P62_001327	KAF7223696.1
G4P62_001328	KAF7223697.1
G4P62_001330	KAF7223698.1
G4P62_001330	KAF7223699.1
G4P62_001330	KAF7223700.1
G4P62_001330	KAF7223701.1
G4P62_001331	KAF7223702.1
G4P62_001332	KAF7223703.1
G4P62_001333	KAF7223704.1
G4P62_001333	KAF7223705.1
G4P62_001333	KAF7223706.1
G4P62_001334	KAF7223707.1
G4P62_001335	KAF7223708.1
G4P62_018038	KAF7225296.1
G4P62_018039	KAF7225297.1
G4P62_018040	KAF7225298.1
G4P62_018041	KAF7225299.1
G4P62_012439	KAF7223925.1
G4P62_018034	KAF7225295.1
G4P62_020176	KAF7225467.1
G4P62_000631	KAF7223469.1
G4P62_000630	KAF7223467.1
G4P62_000630	KAF7223468.1
G4P62_019001	KAF7225411.1
G4P62_019001	KAF7225412.1
G4P62_019002	KAF7225413.1
G4P62_019002	KAF7225414.1
G4P62_001337	KAF7223709.1
G4P62_001338	KAF7223710.1
G4P62_001338	KAF7223711.1
G4P62_001338	KAF7223712.1
G4P62_001339	KAF7223713.1
G4P62_001339	KAF7223714.1
G4P62_001339	KAF7223715.1
G4P62_001339	KAF7223716.1
G4P62_001339	KAF7223717.1
G4P62_001340	KAF7223718.1
G4P62_001341	KAF7223719.1
G4P62_018919	KAF7225380.1
G4P62_018918	KAF7225377.1
G4P62_018918	KAF7225376.1
G4P62_018918	KAF7225375.1
G4P62_018918	KAF7225378.1
G4P62_018918	KAF7225379.1
G4P62_018917	KAF7225374.1
G4P62_018916	KAF7225373.1
G4P62_018915	KAF7225372.1
G4P62_018915	KAF7225371.1
G4P62_018547	KAF7225358.1
G4P62_018546	KAF7225353.1
G4P62_018546	KAF7225352.1
G4P62_018546	KAF7225351.1
G4P62_018546	KAF7225350.1
G4P62_018546	KAF7225357.1
G4P62_018546	KAF7225356.1
G4P62_018546	KAF7225355.1
G4P62_018546	KAF7225354.1
G4P62_018545	KAF7225349.1
G4P62_018544	KAF7225348.1
G4P62_018544	KAF7225347.1
G4P62_018543	KAF7225345.1
G4P62_018543	KAF7225346.1
G4P62_018542	KAF7225344.1
G4P62_018535	KAF7225335.1
G4P62_018535	KAF7225336.1
G4P62_018536	KAF7225337.1
G4P62_018537	KAF7225338.1
G4P62_018538	KAF7225339.1
G4P62_018538	KAF7225340.1
G4P62_018539	KAF7225341.1
G4P62_018540	KAF7225342.1
G4P62_018541	KAF7225343.1
G4P62_018534	KAF7225329.1
G4P62_018534	KAF7225328.1
G4P62_018534	KAF7225331.1
G4P62_018534	KAF7225330.1
G4P62_018534	KAF7225332.1
G4P62_018534	KAF7225334.1
G4P62_018534	KAF7225333.1
G4P62_001342	KAF7223720.1
G4P62_001343	KAF7223721.1
G4P62_001343	KAF7223722.1
G4P62_001344	KAF7223723.1
G4P62_001344	KAF7223724.1
G4P62_001344	KAF7223725.1
G4P62_001344	KAF7223726.1
G4P62_001344	KAF7223727.1
G4P62_001344	KAF7223728.1
G4P62_001345	KAF7223729.1
G4P62_001346	KAF7223730.1
G4P62_001346	KAF7223731.1
G4P62_001346	KAF7223732.1
G4P62_001346	KAF7223733.1
G4P62_001347	KAF7223734.1
G4P62_001347	KAF7223735.1
G4P62_017714	KAF7225271.1
G4P62_017715	KAF7225272.1
G4P62_017716	KAF7225273.1
G4P62_017717	KAF7225274.1
G4P62_017718	KAF7225275.1
G4P62_017719	KAF7225276.1
G4P62_017719	KAF7225277.1
G4P62_001348	KAF7223736.1
G4P62_001348	KAF7223737.1
G4P62_001349	KAF7223738.1
G4P62_001350	KAF7223739.1
G4P62_001350	KAF7223740.1
G4P62_001351	KAF7223741.1
G4P62_001352	KAF7223742.1
G4P62_001353	KAF7223743.1
G4P62_001354	KAF7223744.1
G4P62_001355	KAF7223745.1
G4P62_001356	KAF7223746.1
G4P62_001357	KAF7223747.1
G4P62_001358	KAF7223748.1
G4P62_001358	KAF7223749.1
G4P62_001359	KAF7223750.1
G4P62_001360	KAF7223751.1
G4P62_001360	KAF7223752.1
G4P62_001361	KAF7223753.1
G4P62_001362	KAF7223754.1
G4P62_001363	KAF7223755.1
G4P62_001364	KAF7223756.1
G4P62_001365	KAF7223757.1
G4P62_001366	KAF7223758.1
G4P62_001367	KAF7223759.1
G4P62_001367	KAF7223760.1
G4P62_001368	KAF7223761.1
G4P62_001368	KAF7223762.1
G4P62_001368	KAF7223763.1
G4P62_001368	KAF7223764.1
G4P62_001369	KAF7223765.1
G4P62_001370	KAF7223766.1
G4P62_001370	KAF7223767.1
G4P62_001371	KAF7223768.1
G4P62_001372	KAF7223769.1
G4P62_001372	KAF7223770.1
G4P62_001373	KAF7223771.1
G4P62_001375	KAF7223772.1
G4P62_019486	KAF7225448.1
G4P62_019486	KAF7225449.1
G4P62_001376	KAF7223773.1
G4P62_001377	KAF7223774.1
G4P62_001377	KAF7223775.1
G4P62_001377	KAF7223776.1
G4P62_001377	KAF7223777.1
G4P62_001378	KAF7223778.1
G4P62_001378	KAF7223779.1
G4P62_001379	KAF7223780.1
G4P62_001380	KAF7223781.1
G4P62_001381	KAF7223782.1
G4P62_001381	KAF7223783.1
G4P62_001382	KAF7223784.1
G4P62_001383	KAF7223785.1
G4P62_001383	KAF7223786.1
G4P62_001383	KAF7223787.1
G4P62_001383	KAF7223788.1
G4P62_001383	KAF7223789.1
G4P62_001384	KAF7223790.1
G4P62_001385	KAF7223791.1
G4P62_001385	KAF7223792.1
G4P62_001385	KAF7223793.1
G4P62_001386	KAF7223794.1
G4P62_001386	KAF7223795.1
G4P62_001387	KAF7223796.1
G4P62_001388	KAF7223797.1
G4P62_001388	KAF7223798.1
G4P62_001388	KAF7223799.1
G4P62_001389	KAF7223800.1
G4P62_001390	KAF7223801.1
G4P62_001391	KAF7223802.1
G4P62_001392	KAF7223803.1
G4P62_001393	KAF7223804.1
G4P62_001394	KAF7223805.1
G4P62_001395	KAF7223806.1
G4P62_001396	KAF7223807.1
G4P62_001397	KAF7223808.1
G4P62_001398	KAF7223809.1
G4P62_001399	KAF7223810.1
G4P62_001399	KAF7223811.1
G4P62_001399	KAF7223812.1
G4P62_001399	KAF7223813.1
G4P62_001400	KAF7223814.1
G4P62_001400	KAF7223815.1
G4P62_001401	KAF7223816.1
G4P62_001401	KAF7223817.1
G4P62_001401	KAF7223818.1
G4P62_001402	KAF7223819.1
G4P62_001403	KAF7223820.1
G4P62_001404	KAF7223821.1
G4P62_001405	KAF7223822.1
G4P62_001406	KAF7223823.1
G4P62_001407	KAF7223824.1
G4P62_001408	KAF7223825.1
G4P62_001409	KAF7223826.1
G4P62_001410	KAF7223827.1
G4P62_001411	KAF7223828.1
G4P62_001412	KAF7223829.1
G4P62_000837	KAF7223471.1
G4P62_001414	KAF7223831.1
G4P62_001414	KAF7223832.1
G4P62_001415	KAF7223833.1
G4P62_001416	KAF7223834.1
G4P62_001416	KAF7223835.1
G4P62_001417	KAF7223836.1
G4P62_001418	KAF7223837.1
G4P62_001419	KAF7223838.1
G4P62_001420	KAF7223839.1
G4P62_001421	KAF7223840.1
G4P62_001422	KAF7223841.1
G4P62_001423	KAF7223842.1
G4P62_001425	KAF7223844.1
G4P62_001426	KAF7223845.1
G4P62_001427	KAF7223846.1
G4P62_001427	KAF7223847.1
G4P62_000835	KAF7223470.1
G4P62_001428	KAF7223848.1
G4P62_001428	KAF7223849.1
G4P62_001441	KAF7223865.1
G4P62_001430	KAF7223850.1
G4P62_001430	KAF7223851.1
G4P62_001431	KAF7223852.1
G4P62_001431	KAF7223853.1
G4P62_001432	KAF7223854.1
G4P62_001433	KAF7223855.1
G4P62_001436	KAF7223858.1
G4P62_001434	KAF7223856.1
G4P62_001435	KAF7223857.1
G4P62_001413	KAF7223830.1
G4P62_001437	KAF7223859.1
G4P62_001438	KAF7223860.1
G4P62_001439	KAF7223861.1
G4P62_001440	KAF7223862.1
G4P62_001440	KAF7223863.1
G4P62_001440	KAF7223864.1
G4P62_001442	KAF7223866.1
G4P62_001442	KAF7223867.1
G4P62_001443	KAF7223868.1
G4P62_001443	KAF7223869.1
G4P62_001443	KAF7223870.1
G4P62_001443	KAF7223871.1
G4P62_001443	KAF7223872.1
G4P62_001443	KAF7223873.1
G4P62_001443	KAF7223874.1
G4P62_001443	KAF7223875.1
G4P62_001443	KAF7223876.1
G4P62_001443	KAF7223877.1
G4P62_001443	KAF7223878.1
G4P62_001443	KAF7223879.1
G4P62_001443	KAF7223880.1
G4P62_001443	KAF7223881.1
G4P62_001443	KAF7223882.1
G4P62_001443	KAF7223883.1
G4P62_001444	KAF7223884.1
G4P62_001445	KAF7223885.1
G4P62_001446	KAF7223886.1
G4P62_001446	KAF7223887.1
G4P62_001446	KAF7223888.1
G4P62_001446	KAF7223889.1
G4P62_001447	KAF7223890.1
G4P62_001447	KAF7223891.1
G4P62_001448	KAF7223892.1
G4P62_001450	KAF7223893.1
G4P62_001450	KAF7223894.1
G4P62_001450	KAF7223895.1
G4P62_001450	KAF7223896.1
G4P62_018881	KAF7225369.1
G4P62_018880	KAF7225366.1
G4P62_018880	KAF7225368.1
G4P62_018880	KAF7225367.1
G4P62_018879	KAF7225365.1
G4P62_019510	KAF7225450.1
G4P62_001451	KAF7223897.1
G4P62_019599	KAF7223415.1
G4P62_017557	KAF7223204.1
G4P62_017557	KAF7223205.1
G4P62_019074	KAF7223378.1
G4P62_019074	KAF7223377.1
G4P62_019076	KAF7223382.1
G4P62_019075	KAF7223379.1
G4P62_019075	KAF7223380.1
G4P62_019075	KAF7223381.1
G4P62_017558	KAF7223206.1
G4P62_017559	KAF7223207.1
G4P62_017559	KAF7223208.1
G4P62_017560	KAF7223209.1
G4P62_018134	KAF7223276.1
G4P62_018135	KAF7223277.1
G4P62_018135	KAF7223278.1
G4P62_018135	KAF7223279.1
G4P62_019424	KAF7223410.1
G4P62_019204	KAF7223397.1
G4P62_019203	KAF7223395.1
G4P62_019203	KAF7223396.1
G4P62_019202	KAF7223394.1
G4P62_019202	KAF7223393.1
G4P62_018475	KAF7223301.1
G4P62_018473	KAF7223298.1
G4P62_018474	KAF7223299.1
G4P62_018474	KAF7223300.1
G4P62_017586	KAF7223211.1
G4P62_017587	KAF7223212.1
G4P62_017588	KAF7223213.1
G4P62_019097	KAF7223383.1
G4P62_018866	KAF7223354.1
G4P62_018865	KAF7223353.1
G4P62_018864	KAF7223351.1
G4P62_018864	KAF7223352.1
G4P62_018863	KAF7223350.1
G4P62_020071	KAF7223451.1
G4P62_020071	KAF7223452.1
G4P62_008460	KAF7221527.1
G4P62_019708	KAF7223422.1
G4P62_019708	KAF7223423.1
G4P62_008462	KAF7221528.1
G4P62_019707	KAF7223421.1
G4P62_019706	KAF7223420.1
G4P62_017598	KAF7223217.1
G4P62_017598	KAF7223218.1
G4P62_017599	KAF7223219.1
G4P62_008463	KAF7221529.1
G4P62_008464	KAF7221530.1
G4P62_008464	KAF7221531.1
G4P62_008465	KAF7221532.1
G4P62_008466	KAF7221533.1
G4P62_008467	KAF7221534.1
G4P62_008468	KAF7221535.1
G4P62_008469	KAF7221536.1
G4P62_008469	KAF7221537.1
G4P62_008469	KAF7221538.1
G4P62_008469	KAF7221539.1
G4P62_008469	KAF7221540.1
G4P62_008469	KAF7221541.1
G4P62_008469	KAF7221542.1
G4P62_008469	KAF7221543.1
G4P62_008469	KAF7221544.1
G4P62_008478	KAF7221558.1
G4P62_008470	KAF7221545.1
G4P62_008470	KAF7221546.1
G4P62_008470	KAF7221547.1
G4P62_008470	KAF7221548.1
G4P62_008471	KAF7221549.1
G4P62_008471	KAF7221550.1
G4P62_008472	KAF7221551.1
G4P62_008473	KAF7221552.1
G4P62_008473	KAF7221553.1
G4P62_008474	KAF7221554.1
G4P62_008475	KAF7221555.1
G4P62_008476	KAF7221556.1
G4P62_008477	KAF7221557.1
G4P62_008479	KAF7221559.1
G4P62_008479	KAF7221560.1
G4P62_008480	KAF7221561.1
G4P62_008481	KAF7221562.1
G4P62_008481	KAF7221563.1
G4P62_008482	KAF7221564.1
G4P62_008483	KAF7221565.1
G4P62_008485	KAF7221566.1
G4P62_008485	KAF7221567.1
G4P62_008486	KAF7221568.1
G4P62_008487	KAF7221569.1
G4P62_008488	KAF7221570.1
G4P62_008489	KAF7221571.1
G4P62_008490	KAF7221572.1
G4P62_008490	KAF7221573.1
G4P62_008491	KAF7221574.1
G4P62_008491	KAF7221575.1
G4P62_008492	KAF7221576.1
G4P62_008493	KAF7221577.1
G4P62_008494	KAF7221578.1
G4P62_008495	KAF7221579.1
G4P62_008496	KAF7221580.1
G4P62_017791	KAF7223260.1
G4P62_008506	KAF7221593.1
G4P62_008506	KAF7221592.1
G4P62_008505	KAF7221591.1
G4P62_008504	KAF7221590.1
G4P62_008503	KAF7221589.1
G4P62_008502	KAF7221588.1
G4P62_008502	KAF7221587.1
G4P62_008501	KAF7221585.1
G4P62_008501	KAF7221586.1
G4P62_008500	KAF7221584.1
G4P62_008499	KAF7221583.1
G4P62_008499	KAF7221582.1
G4P62_008498	KAF7221581.1
G4P62_018701	KAF7223329.1
G4P62_018700	KAF7223328.1
G4P62_018699	KAF7223327.1
G4P62_018698	KAF7223326.1
G4P62_018697	KAF7223325.1
G4P62_020012	KAF7223450.1
G4P62_020011	KAF7223449.1
G4P62_020010	KAF7223448.1
G4P62_020171	KAF7223463.1
G4P62_018760	KAF7223330.1
G4P62_018761	KAF7223331.1
G4P62_008507	KAF7221594.1
G4P62_008508	KAF7221595.1
G4P62_008508	KAF7221596.1
G4P62_008509	KAF7221597.1
G4P62_008509	KAF7221598.1
G4P62_008510	KAF7221599.1
G4P62_008511	KAF7221600.1
G4P62_008511	KAF7221601.1
G4P62_002982	KAF7221522.1
G4P62_008512	KAF7221602.1
G4P62_008513	KAF7221603.1
G4P62_008514	KAF7221604.1
G4P62_008514	KAF7221605.1
G4P62_008515	KAF7221606.1
G4P62_008516	KAF7221607.1
G4P62_019210	KAF7223403.1
G4P62_008517	KAF7221608.1
G4P62_008518	KAF7221609.1
G4P62_018814	KAF7223341.1
G4P62_008519	KAF7221610.1
G4P62_008520	KAF7221611.1
G4P62_008521	KAF7221612.1
G4P62_008521	KAF7221613.1
G4P62_008522	KAF7221614.1
G4P62_008523	KAF7221615.1
G4P62_008524	KAF7221616.1
G4P62_008526	KAF7221617.1
G4P62_008526	KAF7221618.1
G4P62_008527	KAF7221619.1
G4P62_008528	KAF7221620.1
G4P62_008529	KAF7221621.1
G4P62_008529	KAF7221622.1
G4P62_008529	KAF7221623.1
G4P62_008529	KAF7221624.1
G4P62_008529	KAF7221625.1
G4P62_008530	KAF7221626.1
G4P62_008531	KAF7221627.1
G4P62_008531	KAF7221628.1
G4P62_008532	KAF7221629.1
G4P62_008533	KAF7221630.1
G4P62_008534	KAF7221631.1
G4P62_008535	KAF7221632.1
G4P62_008535	KAF7221633.1
G4P62_008535	KAF7221634.1
G4P62_008536	KAF7221635.1
G4P62_008537	KAF7221636.1
G4P62_008538	KAF7221637.1
G4P62_008539	KAF7221638.1
G4P62_008540	KAF7221639.1
G4P62_008541	KAF7221640.1
G4P62_008542	KAF7221641.1
G4P62_008543	KAF7221642.1
G4P62_008543	KAF7221643.1
G4P62_008544	KAF7221644.1
G4P62_008545	KAF7221645.1
G4P62_008546	KAF7221646.1
G4P62_008546	KAF7221647.1
G4P62_008547	KAF7221648.1
G4P62_008547	KAF7221649.1
G4P62_008547	KAF7221650.1
G4P62_008547	KAF7221651.1
G4P62_008548	KAF7221652.1
G4P62_008548	KAF7221653.1
G4P62_008548	KAF7221654.1
G4P62_008549	KAF7221655.1
G4P62_008549	KAF7221656.1
G4P62_008550	KAF7221657.1
G4P62_008551	KAF7221658.1
G4P62_008552	KAF7221659.1
G4P62_008553	KAF7221660.1
G4P62_008553	KAF7221661.1
G4P62_008554	KAF7221662.1
G4P62_008555	KAF7221663.1
G4P62_008556	KAF7221664.1
G4P62_008556	KAF7221665.1
G4P62_008557	KAF7221666.1
G4P62_008557	KAF7221667.1
G4P62_008558	KAF7221668.1
G4P62_008559	KAF7221669.1
G4P62_008559	KAF7221670.1
G4P62_008560	KAF7221671.1
G4P62_008560	KAF7221672.1
G4P62_008560	KAF7221673.1
G4P62_008560	KAF7221674.1
G4P62_008560	KAF7221675.1
G4P62_008562	KAF7221676.1
G4P62_008562	KAF7221677.1
G4P62_008562	KAF7221678.1
G4P62_008563	KAF7221679.1
G4P62_008564	KAF7221680.1
G4P62_008564	KAF7221681.1
G4P62_008565	KAF7221682.1
G4P62_008566	KAF7221683.1
G4P62_008567	KAF7221684.1
G4P62_008567	KAF7221685.1
G4P62_008568	KAF7221686.1
G4P62_008569	KAF7221687.1
G4P62_008570	KAF7221688.1
G4P62_008571	KAF7221689.1
G4P62_008572	KAF7221690.1
G4P62_008572	KAF7221691.1
G4P62_008574	KAF7221692.1
G4P62_008574	KAF7221693.1
G4P62_008574	KAF7221694.1
G4P62_008575	KAF7221695.1
G4P62_008576	KAF7221696.1
G4P62_008576	KAF7221697.1
G4P62_008577	KAF7221698.1
G4P62_008578	KAF7221699.1
G4P62_008578	KAF7221700.1
G4P62_008579	KAF7221701.1
G4P62_008580	KAF7221702.1
G4P62_008581	KAF7221703.1
G4P62_008582	KAF7221704.1
G4P62_008590	KAF7221705.1
G4P62_008591	KAF7221706.1
G4P62_008592	KAF7221707.1
G4P62_008592	KAF7221708.1
G4P62_008592	KAF7221709.1
G4P62_008592	KAF7221710.1
G4P62_008592	KAF7221711.1
G4P62_008593	KAF7221712.1
G4P62_008594	KAF7221713.1
G4P62_008595	KAF7221714.1
G4P62_008596	KAF7221715.1
G4P62_008596	KAF7221716.1
G4P62_008596	KAF7221717.1
G4P62_008596	KAF7221718.1
G4P62_008597	KAF7221719.1
G4P62_008597	KAF7221720.1
G4P62_008598	KAF7221721.1
G4P62_008599	KAF7221722.1
G4P62_008599	KAF7221723.1
G4P62_008600	KAF7221724.1
G4P62_008600	KAF7221725.1
G4P62_008600	KAF7221726.1
G4P62_008601	KAF7221727.1
G4P62_008601	KAF7221728.1
G4P62_008602	KAF7221729.1
G4P62_008603	KAF7221730.1
G4P62_008604	KAF7221731.1
G4P62_008605	KAF7221732.1
G4P62_008606	KAF7221733.1
G4P62_008607	KAF7221734.1
G4P62_008607	KAF7221735.1
G4P62_008609	KAF7221736.1
G4P62_008610	KAF7221737.1
