gene_id	protein_id
G4P62_011763	KAF7203838.1
G4P62_011764	KAF7203839.1
G4P62_011765	KAF7203840.1
G4P62_011765	KAF7203841.1
G4P62_011765	KAF7203842.1
G4P62_011766	KAF7203843.1
G4P62_011767	KAF7203844.1
G4P62_011768	KAF7203845.1
G4P62_011769	KAF7203846.1
G4P62_011770	KAF7203847.1
G4P62_011771	KAF7203848.1
G4P62_011771	KAF7203849.1
G4P62_011771	KAF7203850.1
G4P62_011771	KAF7203851.1
G4P62_011771	KAF7203852.1
G4P62_011771	KAF7203853.1
G4P62_011771	KAF7203854.1
G4P62_011772	KAF7203855.1
G4P62_011773	KAF7203856.1
G4P62_011774	KAF7203857.1
G4P62_011775	KAF7203858.1
G4P62_011777	KAF7203860.1
G4P62_011776	KAF7203859.1
G4P62_011778	KAF7203861.1
G4P62_011778	KAF7203862.1
G4P62_011779	KAF7203863.1
G4P62_011779	KAF7203864.1
G4P62_011779	KAF7203865.1
G4P62_011780	KAF7203866.1
G4P62_011781	KAF7203867.1
G4P62_019022	KAF7205140.1
G4P62_011782	KAF7203868.1
G4P62_011783	KAF7203869.1
G4P62_011783	KAF7203870.1
G4P62_011784	KAF7203871.1
G4P62_011785	KAF7203872.1
G4P62_011785	KAF7203873.1
G4P62_011785	KAF7203874.1
G4P62_011785	KAF7203875.1
G4P62_011786	KAF7203876.1
G4P62_011787	KAF7203877.1
G4P62_018663	KAF7205060.1
G4P62_018664	KAF7205061.1
G4P62_018665	KAF7205062.1
G4P62_018666	KAF7205063.1
G4P62_018667	KAF7205064.1
G4P62_018667	KAF7205065.1
G4P62_018667	KAF7205066.1
G4P62_018667	KAF7205067.1
G4P62_018667	KAF7205068.1
G4P62_018667	KAF7205069.1
G4P62_018667	KAF7205070.1
G4P62_018667	KAF7205071.1
G4P62_018667	KAF7205072.1
G4P62_018667	KAF7205073.1
G4P62_018667	KAF7205074.1
G4P62_018667	KAF7205075.1
G4P62_018667	KAF7205076.1
G4P62_018667	KAF7205077.1
G4P62_011788	KAF7203878.1
G4P62_011789	KAF7203879.1
G4P62_011789	KAF7203880.1
G4P62_011790	KAF7203881.1
G4P62_011791	KAF7203882.1
G4P62_011791	KAF7203883.1
G4P62_018668	KAF7205078.1
G4P62_018668	KAF7205079.1
G4P62_018669	KAF7205080.1
G4P62_018669	KAF7205081.1
G4P62_018670	KAF7205082.1
G4P62_018670	KAF7205083.1
G4P62_018670	KAF7205084.1
G4P62_018670	KAF7205085.1
G4P62_018671	KAF7205086.1
G4P62_018671	KAF7205087.1
G4P62_018671	KAF7205088.1
G4P62_018672	KAF7205089.1
G4P62_018672	KAF7205090.1
G4P62_018672	KAF7205091.1
G4P62_018673	KAF7205092.1
G4P62_018673	KAF7205093.1
G4P62_011792	KAF7203884.1
G4P62_011793	KAF7203885.1
G4P62_011794	KAF7203886.1
G4P62_011794	KAF7203887.1
G4P62_011795	KAF7203888.1
G4P62_011796	KAF7203889.1
G4P62_011797	KAF7203890.1
G4P62_011798	KAF7203891.1
G4P62_011799	KAF7203892.1
G4P62_011799	KAF7203893.1
G4P62_011799	KAF7203894.1
G4P62_011799	KAF7203895.1
G4P62_011800	KAF7203896.1
G4P62_011800	KAF7203897.1
G4P62_011800	KAF7203898.1
G4P62_011800	KAF7203899.1
G4P62_011800	KAF7203900.1
G4P62_018834	KAF7205133.1
G4P62_018834	KAF7205134.1
G4P62_018833	KAF7205130.1
G4P62_018833	KAF7205131.1
G4P62_018833	KAF7205132.1
G4P62_018832	KAF7205129.1
G4P62_011801	KAF7203901.1
G4P62_011802	KAF7203902.1
G4P62_011803	KAF7203903.1
G4P62_011803	KAF7203904.1
G4P62_011803	KAF7203905.1
G4P62_011803	KAF7203906.1
G4P62_011804	KAF7203907.1
G4P62_011804	KAF7203908.1
G4P62_011805	KAF7203909.1
G4P62_011806	KAF7203910.1
G4P62_018702	KAF7205094.1
G4P62_011807	KAF7203911.1
G4P62_011807	KAF7203912.1
G4P62_011807	KAF7203913.1
G4P62_018703	KAF7205095.1
G4P62_018704	KAF7205096.1
G4P62_018704	KAF7205097.1
G4P62_018704	KAF7205098.1
G4P62_018704	KAF7205099.1
G4P62_018705	KAF7205100.1
G4P62_018705	KAF7205101.1
G4P62_003952	KAF7203536.1
G4P62_018929	KAF7205139.1
G4P62_018929	KAF7205138.1
G4P62_018929	KAF7205137.1
G4P62_019813	KAF7205184.1
G4P62_018368	KAF7205043.1
G4P62_018367	KAF7205042.1
G4P62_018366	KAF7205041.1
G4P62_018365	KAF7205039.1
G4P62_018365	KAF7205040.1
G4P62_018363	KAF7205037.1
G4P62_018364	KAF7205038.1
G4P62_018362	KAF7205036.1
G4P62_018361	KAF7205034.1
G4P62_018361	KAF7205035.1
G4P62_018360	KAF7205031.1
G4P62_018360	KAF7205032.1
G4P62_018360	KAF7205033.1
G4P62_018359	KAF7205030.1
G4P62_018358	KAF7205029.1
G4P62_019232	KAF7205158.1
G4P62_017615	KAF7204951.1
G4P62_017614	KAF7204950.1
G4P62_017613	KAF7204949.1
G4P62_017613	KAF7204948.1
G4P62_017612	KAF7204945.1
G4P62_017612	KAF7204944.1
G4P62_017612	KAF7204946.1
G4P62_017612	KAF7204947.1
G4P62_017611	KAF7204943.1
G4P62_017610	KAF7204941.1
G4P62_017610	KAF7204940.1
G4P62_017610	KAF7204939.1
G4P62_017610	KAF7204942.1
G4P62_017609	KAF7204938.1
G4P62_018270	KAF7205028.1
G4P62_018269	KAF7205026.1
G4P62_018269	KAF7205027.1
G4P62_018268	KAF7205023.1
G4P62_018268	KAF7205024.1
G4P62_018268	KAF7205025.1
G4P62_018267	KAF7205017.1
G4P62_018267	KAF7205018.1
G4P62_018267	KAF7205020.1
G4P62_018267	KAF7205019.1
G4P62_018267	KAF7205021.1
G4P62_018267	KAF7205022.1
G4P62_018265	KAF7205013.1
G4P62_018265	KAF7205012.1
G4P62_018265	KAF7205015.1
G4P62_018265	KAF7205014.1
G4P62_018266	KAF7205016.1
G4P62_018264	KAF7205011.1
G4P62_018264	KAF7205010.1
G4P62_018264	KAF7205009.1
G4P62_018263	KAF7205007.1
G4P62_018263	KAF7205008.1
G4P62_018262	KAF7205005.1
G4P62_018262	KAF7205006.1
G4P62_018261	KAF7205003.1
G4P62_018261	KAF7205004.1
G4P62_018260	KAF7205000.1
G4P62_018260	KAF7205002.1
G4P62_018260	KAF7205001.1
G4P62_018259	KAF7204999.1
G4P62_018259	KAF7204998.1
G4P62_018259	KAF7204997.1
G4P62_018258	KAF7204995.1
G4P62_018258	KAF7204996.1
G4P62_018257	KAF7204993.1
G4P62_018257	KAF7204994.1
G4P62_018256	KAF7204991.1
G4P62_018256	KAF7204992.1
G4P62_018255	KAF7204990.1
G4P62_018254	KAF7204989.1
G4P62_018253	KAF7204988.1
G4P62_001456	KAF7203534.1
G4P62_001455	KAF7203533.1
G4P62_001454	KAF7203532.1
G4P62_001453	KAF7203531.1
G4P62_001452	KAF7203530.1
G4P62_019113	KAF7205149.1
G4P62_019113	KAF7205150.1
G4P62_019113	KAF7205151.1
G4P62_019114	KAF7205152.1
G4P62_019115	KAF7205153.1
G4P62_019116	KAF7205154.1
G4P62_019116	KAF7205155.1
G4P62_019116	KAF7205156.1
G4P62_016363	KAF7203343.1
G4P62_016364	KAF7203344.1
G4P62_016364	KAF7203345.1
G4P62_016364	KAF7203346.1
G4P62_016364	KAF7203347.1
G4P62_016364	KAF7203348.1
G4P62_016365	KAF7203349.1
G4P62_016365	KAF7203350.1
G4P62_016365	KAF7203351.1
G4P62_016365	KAF7203352.1
G4P62_016365	KAF7203353.1
G4P62_016366	KAF7203354.1
G4P62_016367	KAF7203355.1
G4P62_016367	KAF7203356.1
G4P62_016367	KAF7203357.1
G4P62_016367	KAF7203358.1
G4P62_016368	KAF7203359.1
G4P62_016368	KAF7203360.1
G4P62_016368	KAF7203361.1
G4P62_016369	KAF7203362.1
G4P62_016370	KAF7203363.1
G4P62_016362	KAF7203342.1
G4P62_016362	KAF7203341.1
G4P62_016362	KAF7203340.1
G4P62_016361	KAF7203338.1
G4P62_016361	KAF7203339.1
G4P62_016360	KAF7203337.1
G4P62_016359	KAF7203336.1
G4P62_016358	KAF7203335.1
G4P62_016358	KAF7203334.1
G4P62_016357	KAF7203333.1
G4P62_016356	KAF7203332.1
G4P62_016355	KAF7203331.1
G4P62_016354	KAF7203330.1
G4P62_016353	KAF7203329.1
G4P62_016352	KAF7203328.1
G4P62_016351	KAF7203327.1
G4P62_016350	KAF7203326.1
G4P62_016350	KAF7203325.1
G4P62_016349	KAF7203324.1
G4P62_016348	KAF7203323.1
G4P62_016347	KAF7203322.1
G4P62_016346	KAF7203320.1
G4P62_016346	KAF7203321.1
G4P62_016345	KAF7203319.1
G4P62_016344	KAF7203318.1
G4P62_016343	KAF7203317.1
G4P62_016341	KAF7203316.1
G4P62_016340	KAF7203315.1
G4P62_016339	KAF7203314.1
G4P62_016338	KAF7203313.1
G4P62_016338	KAF7203312.1
G4P62_016337	KAF7203311.1
G4P62_016336	KAF7203310.1
G4P62_016335	KAF7203309.1
G4P62_016334	KAF7203306.1
G4P62_016334	KAF7203307.1
G4P62_016334	KAF7203308.1
G4P62_016333	KAF7203305.1
G4P62_016332	KAF7203304.1
G4P62_016331	KAF7203303.1
G4P62_016330	KAF7203302.1
G4P62_016330	KAF7203301.1
G4P62_016330	KAF7203300.1
G4P62_016330	KAF7203299.1
G4P62_016329	KAF7203298.1
G4P62_016328	KAF7203296.1
G4P62_016328	KAF7203297.1
G4P62_016327	KAF7203295.1
G4P62_016327	KAF7203294.1
G4P62_016327	KAF7203293.1
G4P62_016326	KAF7203292.1
G4P62_016325	KAF7203290.1
G4P62_016325	KAF7203291.1
G4P62_016324	KAF7203289.1
G4P62_016323	KAF7203288.1
G4P62_016322	KAF7203287.1
G4P62_016321	KAF7203283.1
G4P62_016321	KAF7203286.1
G4P62_016321	KAF7203285.1
G4P62_016321	KAF7203284.1
G4P62_016320	KAF7203282.1
G4P62_016319	KAF7203278.1
G4P62_016319	KAF7203281.1
G4P62_016319	KAF7203280.1
G4P62_016319	KAF7203279.1
G4P62_016318	KAF7203277.1
G4P62_016317	KAF7203276.1
G4P62_016317	KAF7203275.1
G4P62_016316	KAF7203274.1
G4P62_016315	KAF7203273.1
G4P62_016315	KAF7203272.1
G4P62_016315	KAF7203271.1
G4P62_016315	KAF7203270.1
G4P62_016315	KAF7203269.1
G4P62_016315	KAF7203268.1
G4P62_016314	KAF7203267.1
G4P62_016313	KAF7203266.1
G4P62_016312	KAF7203264.1
G4P62_016312	KAF7203265.1
G4P62_016311	KAF7203263.1
G4P62_020184	KAF7203522.1
G4P62_018287	KAF7203387.1
G4P62_020185	KAF7203523.1
G4P62_018285	KAF7203384.1
G4P62_018285	KAF7203385.1
G4P62_018286	KAF7203386.1
G4P62_018288	KAF7203388.1
G4P62_018289	KAF7203389.1
G4P62_018289	KAF7203390.1
G4P62_018290	KAF7203391.1
G4P62_018291	KAF7203392.1
G4P62_018291	KAF7203393.1
G4P62_018291	KAF7203394.1
G4P62_018291	KAF7203395.1
G4P62_018291	KAF7203396.1
G4P62_018291	KAF7203397.1
G4P62_018291	KAF7203398.1
G4P62_018291	KAF7203399.1
G4P62_018291	KAF7203400.1
G4P62_018291	KAF7203401.1
G4P62_018292	KAF7203402.1
G4P62_018293	KAF7203403.1
G4P62_018294	KAF7203404.1
G4P62_018294	KAF7203405.1
G4P62_018294	KAF7203406.1
G4P62_018295	KAF7203407.1
G4P62_018295	KAF7203408.1
G4P62_018296	KAF7203409.1
G4P62_018296	KAF7203410.1
G4P62_018297	KAF7203411.1
G4P62_018298	KAF7203412.1
G4P62_018634	KAF7203459.1
G4P62_018633	KAF7203456.1
G4P62_018633	KAF7203458.1
G4P62_018633	KAF7203457.1
G4P62_018632	KAF7203455.1
G4P62_018632	KAF7203454.1
G4P62_018632	KAF7203453.1
G4P62_018631	KAF7203452.1
G4P62_018630	KAF7203449.1
G4P62_018630	KAF7203450.1
G4P62_018630	KAF7203451.1
G4P62_018629	KAF7203448.1
G4P62_019692	KAF7203508.1
G4P62_019340	KAF7203495.1
G4P62_017817	KAF7203372.1
G4P62_017818	KAF7203373.1
G4P62_017819	KAF7203374.1
G4P62_017820	KAF7203375.1
G4P62_017821	KAF7203376.1
G4P62_017822	KAF7203377.1
G4P62_016303	KAF7203251.1
G4P62_016302	KAF7203250.1
G4P62_016301	KAF7203249.1
G4P62_016301	KAF7203248.1
G4P62_016300	KAF7203247.1
G4P62_016299	KAF7203244.1
G4P62_016299	KAF7203246.1
G4P62_016299	KAF7203245.1
G4P62_016298	KAF7203243.1
G4P62_016298	KAF7203242.1
G4P62_016297	KAF7203240.1
G4P62_016297	KAF7203241.1
G4P62_016296	KAF7203239.1
G4P62_016295	KAF7203238.1
G4P62_016295	KAF7203237.1
G4P62_016294	KAF7203235.1
G4P62_016294	KAF7203236.1
G4P62_016293	KAF7203234.1
G4P62_016292	KAF7203233.1
G4P62_016291	KAF7203232.1
G4P62_016291	KAF7203231.1
G4P62_016290	KAF7203230.1
G4P62_016289	KAF7203229.1
G4P62_016289	KAF7203228.1
G4P62_016288	KAF7203227.1
G4P62_016287	KAF7203224.1
G4P62_016287	KAF7203223.1
G4P62_016287	KAF7203225.1
G4P62_016287	KAF7203226.1
G4P62_016285	KAF7203220.1
G4P62_016286	KAF7203221.1
G4P62_016286	KAF7203222.1
G4P62_016284	KAF7203217.1
G4P62_016284	KAF7203219.1
G4P62_016284	KAF7203218.1
G4P62_016283	KAF7203216.1
G4P62_016282	KAF7203215.1
G4P62_003882	KAF7202292.1
G4P62_016310	KAF7203262.1
G4P62_018947	KAF7203463.1
G4P62_019547	KAF7203497.1
G4P62_019547	KAF7203496.1
G4P62_019547	KAF7203498.1
G4P62_018945	KAF7203460.1
G4P62_018945	KAF7203461.1
G4P62_018946	KAF7203462.1
G4P62_010547	KAF7202295.1
G4P62_010547	KAF7202294.1
G4P62_018950	KAF7203466.1
G4P62_018948	KAF7203464.1
G4P62_018949	KAF7203465.1
G4P62_018951	KAF7203467.1
G4P62_018952	KAF7203468.1
G4P62_018952	KAF7203469.1
G4P62_018952	KAF7203470.1
G4P62_018952	KAF7203471.1
G4P62_020242	KAF7203528.1
G4P62_020242	KAF7203529.1
G4P62_018558	KAF7203433.1
G4P62_018559	KAF7203434.1
G4P62_018560	KAF7203435.1
G4P62_018561	KAF7203436.1
G4P62_018562	KAF7203437.1
G4P62_016309	KAF7203260.1
G4P62_016309	KAF7203261.1
G4P62_016307	KAF7203257.1
G4P62_016307	KAF7203256.1
G4P62_016307	KAF7203255.1
G4P62_016308	KAF7203258.1
G4P62_016308	KAF7203259.1
G4P62_016306	KAF7203254.1
G4P62_016305	KAF7203253.1
G4P62_016304	KAF7203252.1
G4P62_018519	KAF7203432.1
G4P62_018518	KAF7203431.1
G4P62_018517	KAF7203430.1
G4P62_018516	KAF7203429.1
G4P62_018515	KAF7203427.1
G4P62_018515	KAF7203426.1
G4P62_018515	KAF7203428.1
G4P62_018514	KAF7203425.1
G4P62_018514	KAF7203424.1
G4P62_018513	KAF7203421.1
G4P62_018513	KAF7203422.1
G4P62_018513	KAF7203423.1
G4P62_018512	KAF7203420.1
G4P62_020027	KAF7203516.1
G4P62_020025	KAF7203514.1
G4P62_020026	KAF7203515.1
G4P62_016244	KAF7203144.1
G4P62_016245	KAF7203145.1
G4P62_016246	KAF7203146.1
G4P62_016247	KAF7203147.1
G4P62_016248	KAF7203148.1
G4P62_016249	KAF7203149.1
G4P62_016249	KAF7203150.1
G4P62_016250	KAF7203151.1
G4P62_016250	KAF7203152.1
G4P62_016250	KAF7203153.1
G4P62_016250	KAF7203154.1
G4P62_016251	KAF7203155.1
G4P62_016252	KAF7203156.1
G4P62_016252	KAF7203157.1
G4P62_016252	KAF7203158.1
G4P62_016252	KAF7203159.1
G4P62_016252	KAF7203160.1
G4P62_016252	KAF7203161.1
G4P62_016252	KAF7203162.1
G4P62_016253	KAF7203163.1
G4P62_016254	KAF7203164.1
G4P62_016254	KAF7203165.1
G4P62_016254	KAF7203166.1
G4P62_016254	KAF7203167.1
G4P62_016254	KAF7203168.1
G4P62_016254	KAF7203169.1
G4P62_016254	KAF7203170.1
G4P62_016254	KAF7203171.1
G4P62_016255	KAF7203172.1
G4P62_016255	KAF7203173.1
G4P62_016255	KAF7203174.1
G4P62_016255	KAF7203175.1
G4P62_016255	KAF7203176.1
G4P62_016256	KAF7203177.1
G4P62_017868	KAF7203378.1
G4P62_016257	KAF7203178.1
G4P62_016257	KAF7203179.1
G4P62_016257	KAF7203180.1
G4P62_016257	KAF7203181.1
G4P62_016257	KAF7203182.1
G4P62_016257	KAF7203183.1
G4P62_016258	KAF7203184.1
G4P62_016259	KAF7203185.1
G4P62_016260	KAF7203186.1
G4P62_016261	KAF7203187.1
G4P62_016261	KAF7203188.1
G4P62_016262	KAF7203189.1
G4P62_016263	KAF7203190.1
G4P62_016264	KAF7203191.1
G4P62_016265	KAF7203192.1
G4P62_016272	KAF7203200.1
G4P62_016272	KAF7203201.1
G4P62_016272	KAF7203202.1
G4P62_016272	KAF7203203.1
G4P62_016272	KAF7203204.1
G4P62_016266	KAF7203193.1
G4P62_016267	KAF7203195.1
G4P62_016267	KAF7203194.1
G4P62_016268	KAF7203196.1
G4P62_016269	KAF7203197.1
G4P62_016270	KAF7203198.1
G4P62_016271	KAF7203199.1
G4P62_016273	KAF7203205.1
G4P62_016274	KAF7203206.1
G4P62_016277	KAF7203209.1
G4P62_016275	KAF7203207.1
G4P62_016276	KAF7203208.1
G4P62_016278	KAF7203210.1
G4P62_016279	KAF7203211.1
G4P62_016279	KAF7203212.1
G4P62_016279	KAF7203213.1
G4P62_016280	KAF7203214.1
G4P62_018570	KAF7203438.1
G4P62_018571	KAF7203439.1
G4P62_018572	KAF7203440.1
G4P62_018573	KAF7203441.1
G4P62_018573	KAF7203442.1
G4P62_018574	KAF7203443.1
G4P62_018574	KAF7203444.1
G4P62_018574	KAF7203445.1
G4P62_018574	KAF7203446.1
G4P62_018575	KAF7203447.1
G4P62_019088	KAF7203484.1
G4P62_019087	KAF7203483.1
G4P62_019086	KAF7203482.1
G4P62_019084	KAF7203479.1
G4P62_019084	KAF7203478.1
G4P62_019084	KAF7203477.1
G4P62_019084	KAF7203480.1
G4P62_019085	KAF7203481.1
G4P62_016243	KAF7203143.1
G4P62_016242	KAF7203142.1
G4P62_016241	KAF7203141.1
G4P62_016240	KAF7203140.1
G4P62_016239	KAF7203139.1
G4P62_016239	KAF7203138.1
G4P62_016238	KAF7203137.1
G4P62_016237	KAF7203136.1
G4P62_016236	KAF7203135.1
G4P62_016236	KAF7203134.1
G4P62_016235	KAF7203133.1
G4P62_016234	KAF7203131.1
G4P62_016234	KAF7203132.1
G4P62_016233	KAF7203130.1
G4P62_016233	KAF7203129.1
G4P62_016232	KAF7203127.1
G4P62_016232	KAF7203128.1
G4P62_016231	KAF7203126.1
G4P62_016230	KAF7203125.1
G4P62_016229	KAF7203123.1
G4P62_016229	KAF7203124.1
G4P62_016228	KAF7203122.1
G4P62_016227	KAF7203121.1
G4P62_016227	KAF7203120.1
G4P62_016226	KAF7203118.1
G4P62_016226	KAF7203119.1
G4P62_016225	KAF7203117.1
G4P62_016224	KAF7203116.1
G4P62_016223	KAF7203115.1
G4P62_016222	KAF7203114.1
G4P62_016221	KAF7203113.1
G4P62_016220	KAF7203111.1
G4P62_016220	KAF7203112.1
G4P62_016219	KAF7203110.1
G4P62_016218	KAF7203109.1
G4P62_016218	KAF7203108.1
G4P62_016216	KAF7203104.1
G4P62_016217	KAF7203105.1
G4P62_016217	KAF7203106.1
G4P62_016217	KAF7203107.1
G4P62_016215	KAF7203103.1
G4P62_016214	KAF7203102.1
G4P62_016213	KAF7203100.1
G4P62_016213	KAF7203099.1
G4P62_016213	KAF7203101.1
G4P62_016212	KAF7203098.1
G4P62_016211	KAF7203097.1
G4P62_016210	KAF7203096.1
G4P62_016209	KAF7203094.1
G4P62_016209	KAF7203095.1
G4P62_016208	KAF7203091.1
G4P62_016208	KAF7203092.1
G4P62_016208	KAF7203093.1
G4P62_016207	KAF7203090.1
G4P62_016206	KAF7203089.1
G4P62_016205	KAF7203088.1
G4P62_016204	KAF7203087.1
G4P62_016203	KAF7203086.1
G4P62_016203	KAF7203085.1
G4P62_016202	KAF7203084.1
G4P62_016202	KAF7203083.1
G4P62_016201	KAF7203082.1
G4P62_016201	KAF7203081.1
G4P62_016200	KAF7203080.1
G4P62_016199	KAF7203078.1
G4P62_016199	KAF7203077.1
G4P62_016199	KAF7203079.1
G4P62_016198	KAF7203076.1
G4P62_016197	KAF7203075.1
G4P62_016196	KAF7203074.1
G4P62_016196	KAF7203073.1
G4P62_016195	KAF7203072.1
G4P62_016194	KAF7203070.1
G4P62_016194	KAF7203069.1
G4P62_016194	KAF7203068.1
G4P62_016194	KAF7203071.1
G4P62_016193	KAF7203067.1
G4P62_016193	KAF7203066.1
G4P62_016192	KAF7203065.1
G4P62_016191	KAF7203064.1
G4P62_016190	KAF7203063.1
G4P62_016189	KAF7203062.1
G4P62_016188	KAF7203061.1
G4P62_016187	KAF7203060.1
G4P62_016186	KAF7203057.1
G4P62_016186	KAF7203058.1
G4P62_016186	KAF7203059.1
G4P62_016185	KAF7203056.1
G4P62_016184	KAF7203055.1
G4P62_016183	KAF7203054.1
G4P62_016182	KAF7203053.1
G4P62_016181	KAF7203052.1
G4P62_016180	KAF7203051.1
G4P62_016179	KAF7203050.1
G4P62_016178	KAF7203049.1
G4P62_016177	KAF7203048.1
G4P62_016177	KAF7203047.1
G4P62_016176	KAF7203046.1
G4P62_016175	KAF7203043.1
G4P62_016175	KAF7203042.1
G4P62_016175	KAF7203044.1
G4P62_016175	KAF7203045.1
G4P62_016174	KAF7203041.1
G4P62_016173	KAF7203038.1
G4P62_016173	KAF7203040.1
G4P62_016173	KAF7203039.1
G4P62_016172	KAF7203037.1
G4P62_016171	KAF7203036.1
G4P62_016170	KAF7203035.1
G4P62_016170	KAF7203034.1
G4P62_016169	KAF7203032.1
G4P62_016169	KAF7203033.1
G4P62_016168	KAF7203031.1
G4P62_016167	KAF7203030.1
G4P62_016166	KAF7203029.1
G4P62_016165	KAF7203023.1
G4P62_016165	KAF7203028.1
G4P62_016165	KAF7203027.1
G4P62_016165	KAF7203026.1
G4P62_016165	KAF7203025.1
G4P62_016165	KAF7203024.1
G4P62_016164	KAF7203020.1
G4P62_016164	KAF7203022.1
G4P62_016164	KAF7203021.1
G4P62_016163	KAF7203019.1
G4P62_016162	KAF7203018.1
G4P62_016161	KAF7203017.1
G4P62_016160	KAF7203015.1
G4P62_016160	KAF7203014.1
G4P62_016160	KAF7203016.1
G4P62_016159	KAF7203013.1
G4P62_016158	KAF7203012.1
G4P62_016157	KAF7203011.1
G4P62_016156	KAF7203010.1
G4P62_016155	KAF7203009.1
G4P62_016154	KAF7203005.1
G4P62_016154	KAF7203007.1
G4P62_016154	KAF7203008.1
G4P62_016154	KAF7203006.1
G4P62_016153	KAF7203004.1
G4P62_016152	KAF7203003.1
G4P62_016151	KAF7203002.1
G4P62_016150	KAF7203001.1
G4P62_019651	KAF7203501.1
G4P62_019652	KAF7203502.1
G4P62_019653	KAF7203503.1
G4P62_019654	KAF7203504.1
G4P62_019655	KAF7203505.1
G4P62_016149	KAF7202999.1
G4P62_016149	KAF7203000.1
G4P62_016148	KAF7202998.1
G4P62_016146	KAF7202995.1
G4P62_016147	KAF7202996.1
G4P62_016147	KAF7202997.1
G4P62_016145	KAF7202994.1
G4P62_016144	KAF7202989.1
G4P62_016144	KAF7202988.1
G4P62_016144	KAF7202987.1
G4P62_016144	KAF7202991.1
G4P62_016144	KAF7202990.1
G4P62_016144	KAF7202992.1
G4P62_016144	KAF7202993.1
G4P62_016143	KAF7202986.1
G4P62_016142	KAF7202985.1
G4P62_016141	KAF7202984.1
G4P62_016140	KAF7202983.1
G4P62_016139	KAF7202981.1
G4P62_016139	KAF7202982.1
G4P62_016138	KAF7202980.1
G4P62_016138	KAF7202979.1
G4P62_016137	KAF7202978.1
G4P62_016136	KAF7202977.1
G4P62_016135	KAF7202976.1
G4P62_016134	KAF7202972.1
G4P62_016134	KAF7202973.1
G4P62_016134	KAF7202975.1
G4P62_016134	KAF7202974.1
G4P62_016133	KAF7202970.1
G4P62_016133	KAF7202971.1
G4P62_016132	KAF7202969.1
G4P62_016130	KAF7202967.1
G4P62_016130	KAF7202966.1
G4P62_016130	KAF7202965.1
G4P62_016130	KAF7202964.1
G4P62_016129	KAF7202963.1
G4P62_016129	KAF7202962.1
G4P62_016128	KAF7202961.1
G4P62_016127	KAF7202960.1
G4P62_016126	KAF7202959.1
G4P62_016125	KAF7202958.1
G4P62_016124	KAF7202957.1
G4P62_016123	KAF7202956.1
G4P62_016122	KAF7202955.1
G4P62_016121	KAF7202953.1
G4P62_016121	KAF7202952.1
G4P62_016121	KAF7202954.1
G4P62_016120	KAF7202951.1
G4P62_016120	KAF7202950.1
G4P62_016119	KAF7202949.1
G4P62_016118	KAF7202948.1
G4P62_016117	KAF7202947.1
G4P62_016116	KAF7202946.1
G4P62_016115	KAF7202945.1
G4P62_016114	KAF7202944.1
G4P62_016113	KAF7202943.1
G4P62_016112	KAF7202942.1
G4P62_016111	KAF7202941.1
G4P62_016111	KAF7202940.1
G4P62_016111	KAF7202939.1
G4P62_016111	KAF7202938.1
G4P62_016110	KAF7202937.1
G4P62_016109	KAF7202935.1
G4P62_016109	KAF7202934.1
G4P62_016109	KAF7202933.1
G4P62_016109	KAF7202932.1
G4P62_016109	KAF7202936.1
G4P62_016108	KAF7202931.1
G4P62_016107	KAF7202930.1
G4P62_015740	KAF7202298.1
G4P62_015741	KAF7202299.1
G4P62_015742	KAF7202300.1
G4P62_015743	KAF7202301.1
G4P62_015744	KAF7202302.1
G4P62_015745	KAF7202303.1
G4P62_015746	KAF7202304.1
G4P62_015747	KAF7202305.1
G4P62_015748	KAF7202306.1
G4P62_015748	KAF7202307.1
G4P62_015749	KAF7202308.1
G4P62_015750	KAF7202309.1
G4P62_015750	KAF7202310.1
G4P62_015751	KAF7202311.1
G4P62_015752	KAF7202312.1
G4P62_015752	KAF7202313.1
G4P62_015752	KAF7202314.1
G4P62_015753	KAF7202315.1
G4P62_015753	KAF7202316.1
G4P62_015754	KAF7202317.1
G4P62_015755	KAF7202318.1
G4P62_015755	KAF7202319.1
G4P62_015756	KAF7202320.1
G4P62_015757	KAF7202321.1
G4P62_015757	KAF7202322.1
G4P62_015758	KAF7202323.1
G4P62_015758	KAF7202324.1
G4P62_015759	KAF7202325.1
G4P62_015760	KAF7202326.1
G4P62_015761	KAF7202327.1
G4P62_015762	KAF7202328.1
G4P62_015763	KAF7202329.1
G4P62_015763	KAF7202330.1
G4P62_015764	KAF7202331.1
G4P62_015764	KAF7202332.1
G4P62_016131	KAF7202968.1
G4P62_015765	KAF7202333.1
G4P62_015766	KAF7202334.1
G4P62_015766	KAF7202335.1
G4P62_015767	KAF7202336.1
G4P62_015768	KAF7202337.1
G4P62_015769	KAF7202338.1
G4P62_015770	KAF7202339.1
G4P62_015770	KAF7202340.1
G4P62_015771	KAF7202341.1
G4P62_015771	KAF7202342.1
G4P62_015772	KAF7202343.1
G4P62_015773	KAF7202344.1
G4P62_015774	KAF7202345.1
G4P62_015775	KAF7202346.1
G4P62_015776	KAF7202347.1
G4P62_015776	KAF7202348.1
G4P62_015776	KAF7202349.1
G4P62_015777	KAF7202350.1
G4P62_015778	KAF7202351.1
G4P62_015779	KAF7202352.1
G4P62_015780	KAF7202353.1
G4P62_015780	KAF7202354.1
G4P62_015782	KAF7202356.1
